3200.000000 9.551000
3250.000000 9.526000
3300.000000 9.501000
3350.000000 9.476000
3400.000000 9.451000
3450.000000 9.422000
3500.000000 9.383000
3571.000000 9.367000
3636.000000 9.322000
3704.000000 9.121000
3760.000000 8.743000
3816.000000 8.245000
3862.000000 7.935000
3945.000000 8.051000
4000.000000 7.905000
4036.000000 7.799000
4065.000000 7.825000
4167.000000 7.804000
4190.000000 7.802000
4255.000000 7.814000
4290.000000 7.812000
4370.000000 7.912000
4464.000000 7.824000
4498.000000 7.830000
4566.000000 7.828000
4604.000000 7.839000
4678.000000 7.840000
4735.000000 7.850000
4785.000000 7.849000
4825.000000 7.896000
4914.000000 7.863000
5000.000000 7.880000
5067.000000 7.878000
5145.000000 7.884000
5206.000000 7.890000
5263.000000 7.892000
5341.000000 7.901000
5440.000000 7.909000
5504.000000 7.915000
5556.000000 7.925000
5630.000000 7.925000
5710.000000 7.932000
5775.000000 7.938000
5840.000000 7.939000
5910.000000 7.949000
5980.000000 7.955000
6056.000000 7.967000
6140.000000 7.968000
6220.000000 7.975000
6290.000000 7.981000
6365.000000 7.987000
6436.000000 7.998000
6473.000000 7.996000
6530.000000 8.040000
6600.000000 8.102000
6670.000000 8.010000
6740.000000 8.019000
6790.000000 8.015000
6850.000000 8.028000
6975.000000 8.039000
7055.000000 8.045000
7100.000000 8.049000
7150.000000 8.053000
7220.000000 8.059000
7270.000000 8.063000
7365.000000 8.071000
7460.000000 8.080000
7550.000000 8.087000
7580.000000 8.090000
7725.000000 8.102000
7780.000000 8.106000
7820.000000 8.110000
7910.000000 8.117000
8000.000000 8.125000
8090.000000 8.133000
8210.000000 8.143000
8260.000000 8.147000
8370.000000 8.156000
