2703.8508  0.000
2705.9331  0.000
2708.0153  0.000
2710.0976  0.000
2712.1799  0.000
2714.2622  0.000
2716.3444  0.000
2718.4267  0.000
2720.5090  0.000
2722.5912  0.000
2724.6735  0.000
2726.7558  0.000
2728.8381  0.000
2730.9203  0.000
2733.0026  0.000
2735.0849  0.000
2737.1671  0.000
2739.2494  0.000
2741.3317  0.000
2743.4139  0.000
2745.4962  0.000
2747.5785  0.000
2749.6608  0.000
2751.7430  0.000
2753.8253  0.000
2755.9076  0.000
2757.9898  0.000
2760.0721  0.000
2762.1544  0.000
2764.2367  0.000
2766.3189  0.000
2768.4012  0.000
2770.4835  0.000
2772.5657  0.000
2774.6480  0.000
2776.7303  0.000
2778.8126  0.000
2780.8948  0.000
2782.9771  0.000
2785.0594  0.000
2787.1416  0.000
2789.2239  0.000
2791.3062  0.000
2793.3884  0.000
2795.4707  0.000
2797.5530  0.000
2799.6353  0.000
2801.7175  0.000
2803.7998  0.000
2805.8821  0.000
2807.9643  0.000
2810.0466  0.000
2812.1289  0.000
2814.2112  0.000
2816.2934  0.000
2818.3757  0.000
2820.4580  0.000
2822.5402  0.000
2824.6225  0.000
2826.7048  0.000
2828.7871  0.000
2830.8693  0.000
2832.9516  0.000
2835.0339  0.000
2837.1161  0.000
2839.1984  0.000
2841.2807  0.000
2843.3630  0.000
2845.4452  0.000
2847.5275  0.000
2849.6098  0.000
2851.6920  0.000
2853.7743  0.000
2855.8566  0.000
2857.9388  0.000
2860.0211  0.000
2862.1034  0.000
2864.1857  0.000
2866.2679  0.000
2868.3502  0.000
2870.4325  0.000
2872.5147  0.000
2874.5970  0.000
2876.6793  0.000
2878.7616  0.000
2880.8438  0.000
2882.9261  0.000
2885.0084  0.000
2887.0906  0.000
2889.1729  0.000
2891.2552  0.000
2893.3375  0.000
2895.4197  0.000
2897.5020  0.000
2899.5843  0.000
2901.6665  0.000
2903.7488  0.000
2905.8311  0.000
2907.9133  0.000
2909.9956  0.000
2912.0779  0.000
2914.1602  0.000
2916.2424  0.000
2918.3247  0.000
2920.4070  0.000
2922.4892  0.000
2924.5715  0.000
2926.6538  0.000
2928.7361  0.000
2930.8183  0.000
2932.9006  0.000
2934.9829  0.000
2937.0651  0.000
2939.1474  0.000
2941.2297  0.000
2943.3120  0.000
2945.3942  0.000
2947.4765  0.000
2949.5588  0.000
2951.6410  0.000
2953.7233  0.000
2955.8056  0.000
2957.8878  0.000
2959.9701  0.000
2962.0524  0.000
2964.1347  0.000
2966.2169  0.000
2968.2992  0.000
2970.3815  0.000
2972.4637  0.000
2974.5460  0.000
2976.6283  0.000
2978.7106  0.000
2980.7928  0.000
2982.8751  0.000
2984.9574  0.000
2987.0396  0.000
2989.1219  0.000
2991.2042  0.000
2993.2865  0.000
2995.3687  0.000
2997.4510  0.000
2999.5333  0.000
3001.6155  0.000
3003.6978  0.000
3005.7801  0.000
3007.8624  0.000
3009.9446  0.000
3012.0269  0.000
3014.1092  0.000
3016.1914  0.000
3018.2737  0.000
3020.3560  0.000
3022.4382  0.000
3024.5205  0.000
3026.6028  0.000
3028.6851  0.000
3030.7673  0.000
3032.8496  0.000
3034.9319  0.000
3037.0141  0.000
3039.0964  0.000
3041.1787  0.000
